ID,SampleName,GeothermalField,Location,Country,Reference,Temperature,Li,Na,K,Mg,Ca,Cl,SO4,HCO3
821,PGM-20,Miravalles,Miravalles,Costa Rica,"Yock, 1998",232,5.95,2391,289,0.09,77,3992,46,26
820,PGM-20,Miravalles,Miravalles,Costa Rica,"Yock, 1998",232,6.02,2305,267,0.14,72,3861,62,27
599,OB-2,,Germencik-Aydin,Turquía,"Karul, 1988",232,8,1335,45,,,1586,,
149,Germencik OB-3,,West Anatolia Aydin area,Turquía,"Mutlu y Gülec, 1998",232,,1770,172,,1.6,1819,72,1342
53,Ah-1,,Ahuachapán,El Salvador,"Can, 2002",232,,4530,736,,308,8172,21,21
806,PGM-10,Miravalles,Miravalles,Costa Rica,"Yock, 1998",232.9,6.11,2386,297,0.03,77,4014,42,23
682,Well 41,,Wairakei,Nueva Zelanda,"Ellis & Mahon, 1977",233,12.4,1175,172,0.005,24,2113,23,
734,CL2-R172-173/93w,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,233,,1390,201,0.022,0.47,1084,89,
824,PGM-21,Miravalles,Miravalles,Costa Rica,"Yock, 1998",233,6.16,2453,292,0.13,76,4129,72,42
696,La-4,,Aluto-Langano,Etiopía,"Kühn, 2004",233,,1015,138,0.4,3.8,671,131,1647
736,CL2-R176-177/93w,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,233,,1395,216,,0.14,1232,114,
735,CL2-R174-175/93w,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,233,,1412,199,,0.39,1238,116,
444,Well 3,,Orakeikorako ,Nueva Zelanda,"Nieva y Nieva, 1987",234,3.1,254,40.2,0.15,1,301,64,
798,PGM-03,Miravalles,Miravalles,Costa Rica,"Yock, 1998",235,5.67,2506,313,0.09,70,4115,40,23
817,PGM-17,Miravalles,Miravalles,Costa Rica,"Yock, 1998",235,6.29,2393,305,0.1,67,4025,60,40
815,PGM-12,Miravalles,Miravalles,Costa Rica,"Yock, 1998",235,6.07,2519,282,0.27,82,4238,58,22
697,La-6,,Aluto-Langano,Etiopía,"Kühn, 2004",235,,688,223,0.3,0.8,459,372,854
833,PGM-46,Miravalles,Miravalles,Costa Rica,"Yock, 1998",235,5.82,2324,297,0.69,63,3943,61,88
304,DO-3,,,Dominica (Antillas Menores),"Michard, 1989",235,,1607,200,,56,2670,60,
303,DO-2,,,Dominica (Antillas Menores),"Michard, 1989",235,,1625,203,,56,2670,60,
827,PGM-31,Miravalles,Miravalles,Costa Rica,"Yock, 1998",236,6.23,2355,282,0.06,72,3978,59,31
825,PGM-21,Miravalles,Miravalles,Costa Rica,"Yock, 1998",236,5.78,2503,288,0.11,75,4124,52,30
492,Well 10,,El Tatio,Chile,"Ellis & Mahon, 1977",236,43.9,4795,799,0.72,253,8986,31,40
371,Svartsengi 3,,,Islandia,"Fournier y Potter, 1979",236,,6322,1012,1.27,906,,,
805,PGM-10,Miravalles,Miravalles,Costa Rica,"Yock, 1998",236.8,5.57,2352,299,0.06,74,3941,47,24
826,PGM-31,Miravalles,Miravalles,Costa Rica,"Yock, 1998",237,5.77,2228,269,0.08,59,3805,59,24
799,PGM-03,Miravalles,Miravalles,Costa Rica,"Yock, 1998",237,5.73,2513,304,0.08,96,4174,37,19
822,PGM-20,Miravalles,Miravalles,Costa Rica,"Yock, 1998",237,8.24,2485,308,0.09,102,4325,40,23
502,Well 7,,Waiotapu,Nueva Zelanda,"Ellis & Mahon, 1977",238,6.4,790,90,0.05,10,1310,86,
112,TT-14,,Takigami,Japón,"Furuya, et.al., 2000",238,2.6,502,89,0.1,8.4,785,95,
580,TT-14,Takigami,Kyushu,Japón,"Furuya, et al., 2000",238,2.6,502,89,0.1,8.4,785,95,
800,PGM-05,Miravalles,Miravalles,Costa Rica,"Yock, 1998",238,5.36,2307,285,0.17,75,3861,47,22
828,PGM-31,Miravalles,Miravalles,Costa Rica,"Yock, 1998",238,5.53,2434,304,0.19,80,4064,47,24
613,L3D,Latera,Latera,Italia,"Gianelli, et al.,  1989",238,,2740,500,0.22,2.75,2890,1380,
737,CL2-R178-179/93e,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,238,,1411,215,,0.42,1138,98,
673,LV3,Las tres vírgenes,Las tres vírgenes,México,"Verma et al, 2005",238.3,,4400,740,,,,,
808,PGM-10,Miravalles,Miravalles,Costa Rica,"Yock, 1998",238.7,5.58,2546,319,0.08,94,4355,46,14.3
797,PGM-03,Miravalles,Miravalles,Costa Rica,"Yock, 1998",239,6.28,2402,288,0.05,67,3969,44,30
830,PGM-45,Miravalles,Miravalles,Costa Rica,"Yock, 1998",239,6.34,2372,308,0.07,66,3945,46,20
804,PGM-05,Miravalles,Miravalles,Costa Rica,"Yock, 1998",239,5.42,2675,326,0.12,117,4570,49,12
150,TR-1,,Berlin field,El Salvador,"D'Amore y Mejía, 1999",239,,2766,232,0.15,232,5083,88,
829,PGM-31,Miravalles,Miravalles,Costa Rica,"Yock, 1998",239,5.57,2434,301,0.18,89,4155,43,21
802,PGM-05,Miravalles,Miravalles,Costa Rica,"Yock, 1998",239.1,6.29,2448,290,0.06,87,4113,44,24
801,PGM-05,Miravalles,Miravalles,Costa Rica,"Yock, 1998",239.5,6.01,2249,276,0.09,81,3845,34,27
589,81-31,Reykjavík,"Krafla, 9",Islandia ,"Arnórsson, 1995",240,,145,21.4,0.004,1.2,31.6,153,
745,CL4-R261/94w,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,240,,1464,257,0.007,1.46,1743,133,
746,CL4-R263/94w,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,240,,1636,245,0.007,1.54,2364,150,
748,CL4-R266/94w,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,240,,1689,250,0.007,1.83,2254,145,
738,CL3-R269/94w,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,240,,1725,265,0.007,0.59,2242,120,
503,Well 4/1,,Wairakei,Nueva Zelanda,"Ellis & Mahon, 1977",240,12.6,1300,192,0.02,23,2140,33,
99,WK-66,,Wairakei,Nueva Zelanda,"Giggenbach, 1988",240,,995,142,0.04,17,1675,30,
816,PGM-17,Miravalles,Miravalles,Costa Rica,"Yock, 1998",240,5.18,2444,304,0.05,65,3981,46,20
790,PGM-01,Miravalles,Miravalles,Costa Rica,"Yock, 1998",240,5.83,2462,313,0.05,54,4046,50,24
501,Well 6,,Waiotapu,Nueva Zelanda,"Ellis & Mahon, 1977; Kharaka y Mariner, 1989; Fournier y Potter, 1979",240,6.6,860,155,0.06,10,1450,52,
818,PGM-17,Miravalles,Miravalles,Costa Rica,"Yock, 1998",240,6.39,2441,287,0.06,64,4063,49,36
36,Well-9,,Krafla,Islandia,"Arnorsson, et.al., 1983 II",240,,193.9,29,0.064,2.54,28,194.5,
819,PGM-17,Miravalles,Miravalles,Costa Rica,"Yock, 1998",240,6.17,2458,309,0.07,71,4122,45,32
74,Well 11,,El Tatio,Chile,"Can, 2002",240,31.6,3450,580,0.11,146,6130,23,29
514,TCB1-90-6,,Tecuamburro,Guatemala,"Goff, et al., 1992",240,,34.2,3.8,0.14,9.7,18.2,17.8,83.4
699,TCB1-90-6,,Tecumburro,Guatemala,"Kühn, 2004",240,,34.2,3.8,0.14,9.7,18.2,17.8,83.4
493,Well 11,,El Tatio,Chile,"Ellis & Mahon, 1977",240,44.9,4900,825,0.15,208,8716,32,41
519,TCB1-90-10,,Tecuamburro,Guatemala,"Goff, et al., 1992",240,,127,7.4,0.2,10.2,62.1,67.1,
518,TCB1-90-9,,Tecuamburro,Guatemala,"Goff, et al., 1992",240,,79,6.7,0.29,20.8,37,35.9,176
700,TCB1-90-9,,Tecumburro,Guatemala,"Kühn, 2004",240,,79,6.7,0.29,2.8,37,35.9,176
283,79-139,,Svartsengi,Islandia,"Arnórsson y Gunnl., 1985",240,,6670,1110,0.91,1033,13380,27,
284,79-138,,Svartsengi,Islandia,"Arnórsson y Gunnl., 1985",240,,8330,1160,1.24,1150,14650,27.3,
590,79-08,Reykjavík,"Svartsengi, 4",Islandia ,"Arnórsson, 1995",240,,6382,989,1.29,1066,13507,32.2,
437,Matsukawa 1,,,Japón,"Nieva y Nieva, 1987",240,,264,144,8.7,22.9,,,
548,No.11,,Kamojang,Indonesia,"Hochstein, 1988",240,,47,16,27,73,,,
516,TCB1-90-7,,Tecuamburro,Guatemala,"Goff, et al., 1992",240,,36.4,4.2,,26.7,17.3,27.3,162
513,TCB1-90-5,,Tecuamburro,Guatemala,"Goff, et al., 1992",240,,45.6,12.4,,9.1,37.7,16.7,102
515,TCB1-90-6a,,Tecuamburro,Guatemala,"Goff, et al., 1992",240,,93.2,5.6,,2.1,42,51.5,
517,TCB1-90-7a,,Tecuamburro,Guatemala,"Goff, et al., 1992",240,,143,8.2,,5.1,69.7,85.8,
743,CL4-R257/94w,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,240,,1576,256,,1.46,2190,145,
774,MF-1,Campi Flegrei,Mofete,Italia,"Caprarelli et al, 1997",240,,10025,1230,,555,17710,,
626,Woolsey No. 1a,Salton Sea,"Salton Sea, California",EU,"Fournier, 1990",240,,25000,5000,,11000,,,
627,Woolsey No. 1b,Salton Sea,"Salton Sea, California",EU,"Fournier, 1990",240,,39280,5000,,11000,,,
795,PGM-03,Miravalles,Miravalles,Costa Rica,"Yock, 1998",241,5.17,2396,300,0.05,66,4000,43,24
831,PGM-45,Miravalles,Miravalles,Costa Rica,"Yock, 1998",241,6.08,2536,324,0.05,72,4195,39,22
834,PGM-46,Miravalles,Miravalles,Costa Rica,"Yock, 1998",241,5.78,2522,321,0.08,82,4240,42,21
796,PGM-03,Miravalles,Miravalles,Costa Rica,"Yock, 1998",241,6.19,2413,304,0.09,69,4050,54,31
113,TT-16,,Takigami,Japón,"Furuya, et.al., 2000",241,2.6,510,73,0.1,9.2,732,191,61
581,TT-16,Takigami,Kyushu,Japón,"Furuya, et al., 2000",241,2.6,510,73,0.1,9.2,732,191,61
803,PGM-05,Miravalles,Miravalles,Costa Rica,"Yock, 1998",241.7,5.43,2566,321,0.07,104,4331,43,14
643,"Kizildere, R-1",,Turkish,Turquía,"Tarcan, 2005",242,,1525,203,0.05,0.53,132,526,
759,R-1,,,Turquía,"Simsek et al, 2005",242,,1556,245,0.23,2.67,134,792,3074
31,Well-4,,Svartsengi,Islandia,"Arnorsson, et.al., 1983 II",242,,8037,1245,1.62,1343,17010,40.5,
452,Wairakei 20,,,Nueva Zelanda,"Nieva y Nieva, 1987",243,,1300,220,0.04,18,,,
832,PGM-45,Miravalles,Miravalles,Costa Rica,"Yock, 1998",243,6.08,2469,323,0.05,75,4199,40,19
240,Utah State 72-16 Muestra 6,,"Roosevelt, UT",EU,"Capuano & Cole, 1982",243,15,1800,380,0.29,12.4,3110,33,181
241,Utah State 72-16 Muestra 7,,"Roosevelt, UT",EU,"Capuano & Cole, 1982",243,15,2000,400,0.29,12.2,3260,32,181
583,72-16,,Utah,EU,"Christensen, et al., 1983",243,16,2000,400,0.29,12.2,3260,32,181
505,Well 44,,Wairakei,Nueva Zelanda,"Ellis & Mahon, 1977",244,14.2,1320,225,0.005,17,2260,36,
793,PGM-01,Miravalles,Miravalles,Costa Rica,"Yock, 1998",244,5.58,2526,319,0.05,73,4285,33,16
809,PGM-11,Miravalles,Miravalles,Costa Rica,"Yock, 1998",244,5.41,2433,293,0.06,60,4059,38,34
791,PGM-01,Miravalles,Miravalles,Costa Rica,"Yock, 1998",244,6.26,2442,308,0.08,62,4118,53,26
89,Well-8,,Reykjanes,Islandia,"Stefáns. y Arnórs., 2000",244,,10276,1585,1.327,1571,21045,,
470,Well 5,,Broadlands,Nueva Zelanda,"Ellis & Mahon, 1977",244,4.9,1400,146,,,1142,,1410
811,PGM-11,Miravalles,Miravalles,Costa Rica,"Yock, 1998",244.2,5.93,2485,301,0.07,62,4099,38,44
504,Well 20,,Wairakei,Nueva Zelanda,"Ellis & Mahon, 1977",245,13.8,1300,220,0.005,18,2215,35,
768,K03b,Krafla,Krafla,Islandia,"Ping et al, 1996",245,,196.8,31.8,0.01,1.7,37,139.4,
792,PGM-01,Miravalles,Miravalles,Costa Rica,"Yock, 1998",245,5.71,2535,323,0.04,68,4254,52,13
454,Wairakei 48,,,Nueva Zelanda,"Nieva y Nieva, 1987",245,,1200,200,0.05,17.5,,,
366,SV-1 well,,San Vicente field,El Salvador,"Aiuppa, 1997",245,,2520,370,1.9,160,4849,56.8,30.8
591,79-52,Reykjavík,"Námafjall, 8",Islandia ,"Arnórsson, 1995",246,,131,20.3,0.072,3.83,22.2,41.3,
39,Well-8,,Námafjall,Islandia,"Arnorsson, et.al., 1983 II",246,,154.8,24,0.085,4.52,16.6,48.7,
111,TT-13,,Takigami,Japón,"Furuya, et.al., 2000",246,2.8,514,93.3,0.1,14.2,758,108,36
579,TT-13,Takigami,Kyushu,Japón,"Furuya, et al., 2000",246,2.8,514,93.3,0.1,14.2,758,108,36
812,PGM-11,Miravalles,Miravalles,Costa Rica,"Yock, 1998",246.2,6.15,2464,288,0.06,67,4115,34,45
680,Well 27,,Wairakei,Nueva Zelanda,"Ellis & Mahon, 1977",247,13.2,1200,200,0.005,17.5,2156,25,
494,Well 12,,El Tatio,Chile,"Ellis & Mahon, 1977",247,45.1,4850,778,0.24,163,8450,62,69
309,Mofeta 1,,Phlegrean field,Italia,"Michard, 1989",247,,11793,1653,,,22130,,
810,PGM-11,Miravalles,Miravalles,Costa Rica,"Yock, 1998",247.5,6.69,2495,294,0.07,60,4098,44,38
794,PGM-01,Miravalles,Miravalles,Costa Rica,"Yock, 1998",248,5.03,2141,273,0.07,63,3615,34,19
231,Well #9,,Otake,Japón,"Kharaka y Mariner, 1989",248,5.2,936,131,0.19,12.3,1474,136,46
681,Well 28,,Wairakei,Nueva Zelanda,"Ellis & Mahon, 1977",249,13.4,1200,200,0.005,20,2170,27,
728,CL1-R143/93e,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,249,,1473,218,0.007,0.54,1966,95,
260,Well #24,,Wairakei,Nueva Zelanda,"Kharaka y Mariner, 1989; Nieva y Nieva, 1987",250,13.2,1250,210,0.04,12,,,
484,Well 10,,Broadlands,Nueva Zelanda,"Ellis & Mahon, 1977",250,9.6,890,150,0.1,2.1,1262,6,
101,MV-10,,Miravalles,Costa Rica,"Giggenbach, 1988",250,,1750,216,0.11,59,2910,40,27
491,Well 7,,El Tatio,Chile,"Ellis & Mahon, 1977",250,45.2,4840,830,0.16,211,8790,30,40
156,TR-10,,Berlin field,El Salvador,"D'Amore y Mejía, 1999",250,,3104,496,0.27,253,5679,87.7,
48,11,,Fushime,Japón,"Okada, et.al., 2000",250,,9100,1520,1.4,1290,18400,31.4,
674,LV4,Las tres vírgenes,Las tres vírgenes,México,"Verma et al, 2005",250,,5500,1000,,,,,
551,TH1,,,,"Henley & Stew, 1983",252,,1202,210,0.35,27,2057,73,
487,Well 3,,El Tatio,Chile,"Ellis & Mahon, 1977",253,31.1,3512,168,2.08,268,6160,60,12
731,CL1-R145/93e,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,253,,1606,225,,0.48,1941,93,
747,CL4-R263/94e,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,254,,1636,245,0.007,1.54,2364,150,
553,TH2,,,,"Henley & Stew, 1983",254,,832,133,0.11,18,1387,90,
550,TH1,,,,"Henley & Stew, 1983",254,,1061,182,0.15,19,1819,60,
744,CL4-R257/94e,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,254,,1576,255,,1.46,2189,145,
750,ZK4001,Yangbajing,Yangbajing,China,"Guo et al, 2007",255,25,709,135,0.13,2.1,1020,,
496,Well 17,,Kawerau,Nueva Zelanda,"Ellis & Mahon, 1977; Kharaka y Mariner, 1989; Fournier y Potter, 1979",256,5.3,688,119,0.32,2,1220,11,
520,PR-1,,"Primavera, Jalisco",México,"Villa, et al., 1987",256,,660,112,,,,,426
443,Broadlands 13,,,Nueva Zelanda,"Nieva y Nieva, 1987",258,,980,200,0.02,2.4,,,
498,Well 1,,Rotokaua,Nueva Zelanda,"Ellis & Mahon, 1977: Kharaka y Mariner, 1989",258,2.4,695,120,0.15,3.7,1100,46,
495,Well 7A,,Kawerau,Nueva Zelanda,"Ellis & Mahon, 1977",258,5.35,745,123,0.16,2.6,1234,9,
428,Krisuvik 6,,,Islandia,"Nieva y Nieva, 1987",258,,700,119,0.38,42.4,,,
448,Kawerau 17,,,Nueva Zelanda,"Nieva y Nieva, 1987",259,,688,119,0.32,2,,,
100,BR-11,,Broadlands,Nueva Zelanda,"Giggenbach, 1988",260,,675,130,0.011,1,964,41,376
453,Wairakei 44,,,Nueva Zelanda,"Nieva y Nieva, 1987",260,,1320,225,0.03,17,,,
75,Well 2,,Broadlands ,Nueva Zelanda,"Can, 2002",260,8,716,143,0.07,1.5,1188,5,87
483,Well 2,,Broadlands,Nueva Zelanda,"Ellis & Mahon, 1977",260,11.4,1075,222,0.08,2.9,1844,3.5,
228,Well #2,,Broadlands,Nueva Zelanda,"Kharaka y Mariner, 1989; Nieva y Nieva, 1987",260,11.7,1050,210,0.1,2.2,,,
584,54-3,,Utah,EU,"Christensen, et al., 1983",260,25.3,2320,461,2,8,3860,72,232
687,Well 2,,Orakeikorako,Nueva Zelanda,"Fournier, 1981",260,2.1,375,37,,,372,97,198
565,BA-3,,Baca,EU,"Grigsby, et al.,  1989",260,,1870,230,,17.2,3151,48,89
749,CL4-R266/94e,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,261,,1688,250,0.007,1.83,2253,145,
566,BA-6,,Baca,EU,"Grigsby, et al.,  1989",261,,1850,235,,17.1,3128,48,90
446,Kawerau 7a,,,Nueva Zelanda,"Nieva y Nieva, 1987",262,,745,123,0.16,2.6,,,
257,Well #8,,Kawerau,Nueva Zelanda,"Kharaka y Mariner, 1989",262,5.5,740,130,0.39,1.1,1262,10.5,
138,A3,,Djibouti field,República de Djibouti,"D'Amore, et.al., 1998",265,31,37452,7273,37,23928,106000,32,66
300,Baca 13,,"Valles caldera, New Mex.",EU,"Michard, 1989",265,,1146,244,,3.5,1897,42,
733,CL1-R146/93e,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,266,,1544,217,0.142,0.43,2027,97,
592,79-09,Reykjavík,"Reykjanes, 8",Islandia ,"Arnórsson, 1995",267,,9594,1480,1.24,1467,19648,24.4,
562,BA-7,,Baca,EU,"Grigsby, et al.,  1989",267,,1950,330,,13.6,3257,45,89
239,Utah State 14-2 Muestra 4,,"Roosevelt, UT",EU,"Capuano & Cole, 1982",268,,2200,410,0.08,6.9,3650,60,
236,Utah State 14-2 Muestra 1,,"Roosevelt, UT",EU,"Kharaka y Mariner, 1989",268,25,2070,384,0.28,11,,,
238,Utah State 14-2 Muestra 3,,"Roosevelt, UT",EU,"Capuano & Cole, 1982",268,,2150,390,0.6,9.2,3650,78,
582,14-2,,Utah,EU,"Christensen, et al., 1983",268,,2150,390,0.6,9.2,3650,78,
237,Utah State 14-2 Muestra 2,,"Roosevelt, UT",EU,"Capuano & Cole, 1982",268,28,2340,419,,6.8,,,
739,CL3-R269/94e,,"Sao Miguel, Azores",Portugal,Carvalho et al. 2006,269,,1725,265,0.007,0.59,2242,120,
370,Reykjanes 8,,,Islandia,"Fournier y Potter, 1979",270,,9854,1391,1.15,1531,,,
40,Well-5,,Nesjavellir,Islandia,"Arnorsson, et.al., 1983 III",271,,167,24.2,0.03,1.9,8.4,49.6,
694,La-8,,Aluto-Langano,Etiopía,"Kühn, 2004",271,,670,53,0.4,6,550,73,536
270,M-29,,Cerro Prieto,México,"Fausto, et.al., 1979",271,15.5,4828,849,0.85,314,8591,,41.8
474,Well 11,,Broadlands,Nueva Zelanda,"Ellis & Mahon, 1977",271,12.2,1020,218,0.92,7.3,1794,10,78
482,Well 19,,Broadlands,Nueva Zelanda,"Ellis & Mahon, 1977",272,11.8,950,206,0.05,2.5,1720,20.6,175
549,TH3,,,,"Henley & Stew, 1983",272,,833,159,0.47,16,1404,87,
469,Well 4,,Broadlands,Nueva Zelanda,"Ellis & Mahon, 1977",273,11.8,1075,218,0.02,3,1851,29,282
473,Well 8,,Broadlands,Nueva Zelanda,"Ellis & Mahon, 1977",273,11.4,975,232,0.1,3,1858,3.5,157
475,Well 12,,Broadlands,Nueva Zelanda,"Ellis & Mahon, 1977",274,10,1510,198,0.13,2.8,1546,25,1820
